r_no	u_no	s_no	income	expense
19637	201	14189	13816	0
19638	118	13805	22415	0
19639	146	9106	2125	0
19640	110	11944	14492	0
19641	66	10591	0	483
19642	165	9428	21256	0
19643	6	4628	14879	0
19644	118	13809	12850	0
19645	6	8942	10434	0
19646	92	11970	10048	0
19647	211	8231	5024	0
19648	2	3496	2898	0
19649	50	6458	14685	0
19650	90	11299	1159	0
19651	47	9787	0	1835
19652	35	9460	0	18550
19653	39	13571	22028	0
19654	153	8109	11497	0
19655	142	11760	12173	0
19656	68	9788	1932	0
19657	41	3034	5024	0
19658	56	13837	1835	0
19659	71	3324	18067	0
19660	131	5883	0	0
19661	65	11018	5507	0
19662	205	845	23864	0
19663	37	2753	3671	0
19664	129	8244	10434	0
19665	194	5609	26086	0
19666	78	1713	3478	0
19667	153	10273	25507	0
19668	199	11097	7246	0
19669	178	9446	3864	0
19670	92	432	6763	0
19671	113	2473	2898	0
19672	143	12975	18550	0
19673	27	8887	0	4347
19674	209	14454	2125	0
19675	20	4759	13043	0
19676	185	13834	0	13526
19677	62	7806	9178	0
19678	167	10286	27053	0
19679	60	10014	3478	0
19680	15	10933	772	0
19681	192	13337	20869	0
19682	37	1540	27632	0
19683	3	7537	7826	0
19684	178	15095	11690	0
19685	46	9539	0	24637
19686	36	3929	30821	0
19687	114	6446	33333	0
19688	82	12875	31304	0
19689	21	5771	13526	0
19690	197	12260	17391	0
19691	12	5606	13913	0
19692	49	4536	28985	0
19693	50	4189	37681	0
19694	61	15223	29758	0
19695	124	8139	40579	0
19696	109	12140	2898	0
19697	6	8781	40579	0
19698	208	119	1739	0
19699	55	6377	11304	0
19700	150	2452	20289	0
19701	172	2031	676	0
19702	141	2026	19613	0
19703	51	14057	5410	0
19704	217	4879	8115	0
19705	91	14019	25217	0
19706	182	3504	29758	0
19707	20	14125	772	0
19708	141	685	0	30434
19709	115	10110	6956	0
19710	82	9353	6376	0
19711	68	5103	8888	0
19712	92	14035	32657	0
19713	82	10784	2125	0
19714	180	1650	40579	0
19715	188	3976	966	0
19716	133	11624	10821	0
19717	26	2535	25120	0
19718	184	11219	23188	0
19719	42	6841	869	0
19720	10	4884	14782	0
19721	23	13594	30821	0
19722	43	5562	19710	0
19723	85	11064	10048	0
19724	45	6062	8115	0
19725	201	15470	0	7246
19726	163	6106	40579	0
19727	126	13510	24637	0
19728	85	12149	17391	0
19729	4	5428	5410	0
19730	147	12969	0	11304
19731	26	5284	7439	0
19732	63	11001	10821	0
19733	215	12625	24154	0
19734	124	11534	2608	0
19735	17	142	17391	0
19736	129	8970	43478	0
19737	48	5374	2705	0
19738	217	2048	14492	0
19739	8	6899	2415	0
19740	51	14690	6086	0
19741	179	782	40579	0
19742	48	15225	34782	0
19743	172	2635	18937	0
19744	90	8397	7342	0
19745	1	4164	16231	0
19746	35	13846	0	8888
19747	47	6521	10048	0
19748	179	854	36425	0
19749	49	11712	18840	0
19750	202	8110	16328	0
19751	104	2521	1932	0
19752	184	8019	28695	0
19753	98	14104	0	2705
19754	4	67	17584	0
19755	206	6191	19130	0
19756	201	6344	19323	0
19757	45	8673	6956	0
19758	68	7329	13913	0
19759	180	1691	289	0
19760	184	6915	1449	0
19761	83	15018	2318	0
19762	191	2255	7826	0
19763	16	3193	5507	0
19764	132	7749	0	9468
19765	165	15494	2801	0
19766	175	11926	3768	0
19767	204	4212	1932	0
19768	192	3103	18357	0
19769	174	5491	1932	0
19770	33	14983	2318	0
19771	20	7070	2608	0
19772	104	1765	4057	0
19773	132	8894	4057	0
19774	136	5840	37874	0
19775	215	2647	6183	0
19776	48	13149	10628	0
19777	140	10822	8792	0
19778	104	8998	2318	0
19779	211	11606	4927	0
19780	109	1550	24154	0
19781	135	8663	18550	0
19782	42	6262	0	2898
19783	148	2891	15652	0
19784	39	14050	5410	0
19785	73	8106	6956	0
19786	52	15454	0	2222
19787	85	2770	4057	0
19788	112	4586	8792	0
19789	3	3091	35169	0
19790	207	7355	28985	0
19791	123	15253	23864	0
19792	182	3756	6086	0
19793	107	10014	5410	0
19794	138	14344	2608	0
19795	140	1056	14492	0
19796	54	9012	17004	0
19797	70	8533	7342	0
19798	73	14048	7342	0
19799	170	5670	3671	0
19800	26	2995	1642	0
19801	42	14477	4637	0
19802	181	8941	6956	0
19803	138	4994	39130	0
19804	1	5888	12077	0
19805	213	1726	29758	0
19806	215	7828	2898	0
19807	81	13335	22318	0
19808	36	8308	4057	0
19809	150	2966	13140	0
19810	186	12391	37681	0
19811	59	9011	3188	0
19812	197	1926	8792	0
19813	76	8597	23188	0
19814	43	1936	15072	0
19815	38	6411	2125	0
19816	73	9649	8115	0
19817	79	14931	30144	0
19818	103	7344	23188	0
19819	97	1322	2898	0
19820	185	10523	9275	0
19821	45	9514	19613	0
19822	183	15503	36231	0
19823	36	10231	0	16231
19824	148	5666	772	0
19825	99	7255	8695	0
19826	48	3428	6763	0
19827	146	12078	24347	0
19828	22	13533	9661	0
19829	73	1384	28985	0
19830	168	13300	4347	0
19831	16	574	21739	0
19832	78	7970	0	27632
19833	138	14529	11304	0
19834	135	5016	30434	0
19835	158	10514	19323	0
19836	38	7665	18550	0
19837	9	6369	20289	0
19838	9	10661	17584	0
19839	127	10114	5797	0
19840	143	5237	11014	0
19841	125	1572	483	0
19842	115	11085	5024	0
19843	115	3497	13043	0
19844	39	12230	5797	0
19845	194	15116	1932	0
19846	130	10435	35169	0
19847	86	14321	11594	0
19848	124	15130	7536	0
19849	27	7459	7342	0
19850	29	1462	2512	0
19851	214	11536	4347	0
19852	188	10662	0	15652
19853	187	9013	6956	0
19854	144	8956	19130	0
19855	66	12344	16231	0
19856	18	9134	17391	0
19857	194	4858	0	9178
19858	29	7159	22608	0
19859	124	10173	26570	0
19860	110	11782	0	32463
19861	69	12137	34782	0
19862	82	10460	21352	0
19863	210	9782	1932	0
19864	187	1632	5797	0
19865	208	8836	6763	0
19866	19	11873	11690	0
19867	201	6127	15555	0
19868	75	11837	1739	0
19869	212	5866	0	28888
19870	90	5738	27053	0
19871	205	9434	25120	0
19872	123	14032	2415	0
19873	56	11196	0	22608
19874	14	218	0	0
19875	214	1883	11594	0
19876	46	8034	966	0
19877	20	4771	6086	0
19878	174	14989	8792	0
19879	106	2005	14009	0
19880	113	14955	32657	0
19881	12	6593	33333	0
19882	159	3771	1449	0
19883	108	1951	0	8115
19884	93	4855	8502	0
19885	90	3313	13043	0
19886	58	10261	6086	0
19887	99	5245	2512	0
19888	10	8787	7342	0
19889	171	3280	9468	0
19890	62	13172	193	0
19891	67	10037	37681	0
19892	193	7682	25507	0
19893	95	6292	1932	0
19894	149	6381	17584	0
19895	10	2978	2125	0
19896	95	5223	10821	0
19897	124	156	13913	0
19898	209	13161	8502	0
19899	212	9715	18260	0
19900	60	6474	2705	0
19901	85	12251	2705	0
19902	53	4775	5797	0
19903	90	15011	0	21642
19904	100	13059	23478	0
19905	7	5359	5217	0
19906	170	8015	3091	0
19907	113	11739	0	579
19908	192	1293	772	0
19909	169	14204	2318	0
19910	113	14647	2318	0
19911	43	14178	12753	0
19912	91	6738	15458	0
19913	148	8679	32463	0
19914	35	8395	0	2318
19915	108	5654	22028	0
19916	127	2517	14879	0
19917	9	5805	13913	0
19918	65	1300	37681	0
19919	1	11957	5797	0
19920	187	14519	0	3864
19921	207	5766	676	0
19922	17	4202	10821	0
19923	109	12391	0	30144
19924	144	11020	8115	0
19925	195	2987	17584	0
19926	123	12836	13043	0
19927	207	15113	1449	0
19928	116	14240	5797	0
19929	213	9363	12173	0
19930	188	5661	0	40579
19931	23	573	26086	0
19932	47	3229	4637	0
19933	16	12657	3478	0
19934	192	15405	1739	0
19935	212	14175	1739	0
19936	143	9013	869	0
19937	83	11844	10048	0
19938	55	8692	21256	0
19939	138	5048	579	0
19940	28	6854	11304	0
19941	92	6441	579	0
19942	201	9935	10144	0
19943	13	7754	17584	0
19944	186	5312	2512	0
19945	204	1628	2608	0
19946	33	14150	0	2705
19947	96	145	32657	0
19948	44	2823	23188	0
19949	100	4340	16231	0
19950	113	14964	22415	0
19951	127	2046	20000	0
19952	32	7343	14879	0
19953	128	12353	6280	0
19954	130	9377	2705	0
19955	86	2411	13913	0
19956	195	13360	5410	0
19957	106	4027	4347	0
19958	20	6677	12173	0
19959	205	10208	4057	0
19960	123	4861	43478	0
19961	209	7949	23188	0
19962	152	14663	2318	0
19963	108	15025	0	1352
19964	196	2195	8888	0
19965	5	11926	1739	0
19966	172	7347	18550	0
19967	15	3939	772	0
19968	22	9147	29758	0
19969	124	1326	0	9275
19970	175	9270	20869	0
19971	107	10231	13333	0
19972	189	5754	42028	0
19973	98	6293	4637	0
19974	59	5186	16328	0
19975	147	5414	0	15458
19976	160	13396	5797	0
19977	133	1181	25507	0
19978	193	10158	6280	0
19979	126	6971	0	3381
19980	146	4887	11304	0
19981	89	9903	20289	0
19982	60	14072	0	386
19983	101	10065	8695	0
19984	22	5725	483	0
19985	5	12726	6763	0
19986	34	5355	12753	0
19987	214	13067	10048	0
19988	96	7192	26570	0
19989	152	1590	2318	0
19990	176	15091	18260	0
19991	179	11304	3864	0
19992	62	14122	772	0
19993	4	15527	28985	0
19994	129	4466	966	0
19995	153	2476	1159	0
19996	122	6942	3478	0
19997	51	15198	12560	0
19998	51	5796	7826	0
19999	101	6395	2608	0
20000	114	9937	12173	0
20001	169	2336	4830	0
20002	175	11501	12077	0
20003	14	3574	3864	0
20004	12	14649	26666	0
20005	31	14053	17004	0
20006	88	6360	5797	0
20007	45	9463	40579	0
20008	43	14236	15652	0
20009	151	15547	17391	0
20010	26	8009	4637	0
20011	76	15543	12173	0
20012	187	7057	4637	0
20013	13	4619	27053	0
20014	4	8326	772	0
20015	64	9801	10821	0
20016	94	963	5797	0
20017	29	5918	2705	0
20018	95	11044	25217	0
20019	83	1341	0	31400
20020	43	7872	25700	0
20021	12	33	2028	0
20022	63	3915	1739	0
20023	10	4289	5217	0
20024	33	1625	0	10048
20025	125	14675	10048	0
20026	123	2182	9178	0
20027	41	7265	16425	0
20028	139	178	23864	0
20029	103	4470	17777	0
20030	42	14394	2608	0
20031	138	12531	25120	0
20032	102	1146	12173	0
20033	21	6357	11304	0
20034	83	2503	31111	0
20035	208	8939	22608	0
20036	212	14617	7342	0
20037	30	766	33913	0
20038	131	5646	32463	0
20039	101	9136	21642	0
20040	74	6890	0	4830
20041	114	13005	16425	0
20042	119	8617	8115	0
20043	66	2432	1932	0
20044	58	12298	39227	0
20045	152	13645	8405	0
20046	196	14770	0	37681
20047	97	13376	2512	0
20048	7	7096	9275	0
20049	27	5549	15072	0
20050	59	14862	14492	0
20051	120	4201	2512	0
20052	105	1845	2318	0
20053	15	5361	10434	0
20054	46	11701	3864	0
20055	16	14817	32463	0
20056	115	13875	16811	0
20057	39	3061	966	0
20058	27	13508	8888	0
20059	64	9291	27632	0
20060	146	12142	18260	0
20061	136	4604	18550	0
20062	90	1390	1352	0
20063	216	11557	37681	0
20064	137	14836	22995	0
20065	95	14280	1449	0
20066	172	14527	0	10144
20067	101	10761	20000	0
20068	63	101	0	8695
20069	117	7043	15555	0
20070	94	15199	8792	0
20071	102	3957	10048	0
20072	184	11955	9565	0
20073	48	1558	2415	0
20074	197	3350	9275	0
20075	154	1291	18550	0
20076	40	1565	25507	0
20077	6	11153	8792	0
20078	65	3169	2318	0
20079	217	12395	3381	0
20080	171	11067	5217	0
20081	7	5140	5797	0
20082	6	13557	7246	0
20083	9	13462	26376	0
20084	169	609	0	1932
20085	124	3327	14782	0
20086	131	2028	7826	0
20087	143	8840	16231	0
20088	58	8482	11594	0
20089	14	1256	8502	0
20090	19	12408	1449	0
20091	167	9706	10434	0
20092	30	11724	2125	0
20093	174	12464	14782	0
20094	199	8284	0	18067
20095	208	8580	6086	0
20096	129	3890	36231	0
20097	137	4676	1932	0
20098	34	6315	5797	0
20099	158	10048	10048	0
20100	86	3344	18840	0
20101	137	15394	9661	0
20102	84	6969	13526	0
20103	195	2664	3478	0
20104	92	8379	32657	0
20105	128	11998	25700	0
20106	210	1910	579	0
20107	53	10655	6570	0
20108	100	15141	966	0
20109	92	5301	0	15458
20110	42	1833	15942	0
20111	189	4265	33333	0
20112	183	9273	193	0
20113	67	9153	4057	0
20114	13	1875	11690	0
20115	58	11221	289	0
20116	194	10722	0	31304
20117	72	10359	12560	0
20118	122	6546	17391	0
20119	69	13961	16231	0
20120	129	11162	1062	0
20121	174	14502	6956	0
20122	123	14317	3864	0
20123	159	11877	16811	0
20124	51	2194	6280	0
20125	174	1559	6280	0
20126	127	12369	42028	0
20127	195	13579	2512	0
20128	13	11922	8695	0
20129	102	10516	7729	0
20130	193	4161	39227	0
20131	119	6737	772	0
20132	206	15042	0	4830
20133	52	11287	4637	0
20134	197	4913	2898	0
20135	184	7642	10628	0
20136	87	2977	2898	0
20137	134	2427	0	6956
20138	24	13866	5314	0
20139	67	10694	1352	0
20140	46	7541	0	24154
20141	196	11641	0	0
20142	28	9530	1835	0
20143	83	9239	579	0
20144	99	14329	3768	0
20145	12	1747	20096	0
20146	30	4825	579	0
20147	214	11159	2125	0
20148	176	4995	0	2028
20149	201	14298	28695	0
20150	84	6859	8695	0
20151	174	14385	11594	0
20152	95	8207	4251	0
20153	120	14613	12753	0
20154	154	3816	289	0
20155	127	2477	13816	0
20156	200	11091	25507	0
20157	152	2880	19613	0
20158	163	4305	2318	0
20159	203	1422	1739	0
20160	182	3451	3478	0
20161	175	15027	15458	0
20162	208	6811	4057	0
20163	64	10159	2318	0
20164	1	10648	11690	0
20165	86	13993	7826	0
20166	197	622	5024	0
20167	67	2977	2898	0
20168	102	11447	5217	0
20169	133	7912	25700	0
20170	25	11848	6183	0
20171	172	8500	15942	0
20172	110	7229	772	0
20173	36	12170	27053	0
20174	91	5787	0	11304
20175	97	2807	7439	0
20176	156	8505	2705	0
20177	202	1648	579	0
20178	4	12675	26086	0
20179	132	2458	6666	0
20180	150	12081	966	0
20181	116	4203	15072	0
20182	176	14480	35169	0
20183	83	3104	0	2222
20184	197	451	32463	0
20185	1	1095	0	7536
20186	122	5404	24154	0
20187	104	6733	0	3091
20188	71	4116	1739	0
20189	209	186	4830	0
20190	46	12830	27053	0
20191	203	12193	6956	0
20192	170	10380	27053	0
20193	170	11840	6763	0
20194	90	6943	22608	0
20195	162	7594	3671	0
20196	117	15190	0	4637
20197	49	7837	2898	0
20198	30	9018	33623	0
20199	111	2543	11304	0
20200	125	6113	12850	0
20201	83	10826	10144	0
20202	167	14718	3478	0
20203	190	14127	2318	0
20204	138	14186	22608	0
20205	210	11658	0	0
20206	170	4894	37681	0
20207	8	13061	12753	0
20208	174	15513	23864	0
20209	117	1298	3091	0
20210	49	1591	11594	0
20211	146	4185	15555	0
20212	184	13327	8502	0
20213	169	852	33816	0
20214	103	6946	2318	0
20215	120	903	3091	0
20216	173	12214	5797	0
20217	17	13974	4444	0
20218	79	7224	11594	0
20219	76	1623	6183	0
20220	55	10088	5410	0
20221	145	13388	27632	0
20222	156	1793	22608	0
20223	194	13253	0	10434
20224	71	4519	12560	0
20225	77	8584	1932	0
20226	48	4606	17391	0
20227	112	1075	33913	0
20228	199	12360	23188	0
20229	93	9470	8695	0
20230	203	1916	579	0
20231	118	14213	16231	0
20232	183	8687	13913	0
20233	72	7530	0	483
20234	84	15085	13526	0
20235	29	1821	3188	0
20236	78	11178	31304	0
20237	30	213	2898	0
20238	43	14523	3188	0
20239	165	10491	18937	0
20240	50	5246	5314	0
20241	38	6778	0	1159
20242	5	15040	10434	0
20243	143	9441	0	5410
20244	213	511	869	0
20245	175	3086	14879	0
20246	93	13928	19130	0
20247	130	11228	35169	0
20248	19	1531	0	3478
20249	202	5579	5410	0
20250	161	8207	5217	0
20251	140	15484	36521	0
20252	16	14939	15652	0
20253	78	3281	0	5797
20254	207	14789	10628	0
20255	146	13874	3285	0
20256	164	13506	0	30144
20257	31	12484	22608	0
20258	72	8107	32463	0
20259	24	1283	7439	0
20260	132	8634	13913	0
20261	61	11780	31884	0
20262	147	6401	16231	0
20263	57	9674	0	19710
20264	180	4002	4637	0
20265	46	11357	5797	0
20266	143	5411	2222	0
20267	83	2369	2125	0
20268	62	1934	1256	0
20269	207	9081	966	0
20270	136	13422	13526	0
20271	75	9430	30821	0
20272	68	2183	0	27053
20273	95	6964	2608	0
20274	48	12631	12850	0
20275	5	3135	7826	0
20276	73	4726	21739	0
20277	120	14064	17391	0
20278	122	7760	17391	0
20279	46	1792	6666	0
20280	110	3242	28985	0
20281	50	12411	5603	0
20282	75	10257	0	31400
20283	63	7588	13913	0
20284	182	2370	5410	0
20285	129	11280	16231	0
20286	79	14065	28019	0
20287	123	5106	386	0
20288	16	12297	25700	0
20289	142	12754	966	0
20290	204	41	8115	0
20291	67	7441	386	0
20292	51	4701	0	4057
20293	5	9393	7536	0
20294	47	8636	193	0
20295	186	10190	3478	0
20296	72	3735	0	6183
20297	48	1169	37681	0
20298	181	8449	6280	0
20299	146	5448	26666	0
20300	99	13731	25700	0
20301	175	4340	2705	0
20302	35	11588	966	0
20303	31	3358	12367	0
20304	77	15334	18840	0
20305	100	4321	11304	0
20306	6	15261	11594	0
20307	69	8558	3478	0
20308	40	13308	2125	0
20309	98	14347	0	17004
20310	49	5777	0	6956
20311	108	4258	966	0
20312	50	12012	5797	0
20313	168	13439	12753	0
20314	134	3987	9178	0
20315	217	6028	8115	0
20316	73	6829	0	22608
20317	59	9531	27632	0
20318	203	9659	6570	0
20319	80	5657	0	17004
20320	162	8501	12173	0
20321	100	7919	0	28985
20322	27	10345	7439	0
20323	91	12282	0	15458
20324	72	8823	4251	0
20325	112	3453	22222	0
20326	186	9968	2801	0
20327	148	7888	1159	0
20328	19	6121	16231	0
20329	25	9561	8792	0
20330	100	10567	0	15458
20331	7	728	2608	0
20332	135	12323	15072	0
20333	185	4106	40579	0
20334	171	5817	27536	0
20335	7	1956	18550	0
20336	149	11710	6086	0
20337	13	9013	1739	0
20338	165	7313	26086	0
20339	143	13264	36425	0
20340	64	3848	0	0
20341	186	8054	37681	0
20342	95	5449	5217	0
20343	192	10107	3768	0
20344	67	3811	0	12753
20345	157	1539	18840	0
20346	198	11240	13913	0
20347	39	1477	3381	0
20348	122	12775	4057	0
20349	17	5625	1545	0
20350	40	4779	20289	0
20351	149	12899	32463	0
20352	202	633	10434	0
20353	94	1369	37681	0
20354	67	7677	40579	0
20355	74	9464	8115	0
20356	172	6593	2705	0
20357	210	8322	10628	0
20358	13	1120	17584	0
20359	197	3041	16811	0
20360	64	12607	0	193
20361	71	1515	0	4057
20362	39	5082	6280	0
20363	31	15266	3864	0
20364	35	1487	5217	0
20365	52	7019	11304	0
20366	7	2853	10434	0
20367	45	2550	16425	0
20368	53	1924	6956	0
20369	146	5802	26570	0
20370	198	3388	4830	0
20371	188	3029	8405	0
20372	28	10514	0	0
20373	176	11326	5410	0
20374	182	4754	30821	0
20375	212	10591	6376	0
20376	150	12409	0	14492
20377	88	11074	0	0
20378	178	57	579	0
20379	1	3299	7439	0
20380	128	6116	16231	0
20381	24	15370	18937	0
20382	69	14095	13913	0
20383	31	114	6956	0
20384	8	14033	2125	0
20385	32	11635	2898	0
20386	6	3738	26376	0
20387	112	10662	0	1739
20388	203	5428	579	0
20389	23	11855	5024	0
20390	143	5335	17391	0
20391	116	4515	11690	0
20392	121	40	13526	0
20393	75	876	5797	0
20394	209	10077	1352	0
20395	29	10852	0	1932
20396	100	14582	2705	0
20397	187	1350	3478	0
20398	88	15233	676	0
20399	131	14852	0	39130
20400	197	6675	27053	0
20401	206	1951	11497	0
20402	46	9629	3478	0
20403	215	2254	18550	0
20404	192	10814	1835	0
20405	117	8368	2125	0
20406	175	6665	36521	0
20407	34	13858	386	0
20408	154	5643	386	0
20409	14	10127	6956	0
20410	128	3496	579	0
20411	25	2142	11594	0
20412	104	9631	8115	0
20413	32	11341	0	27826
20414	181	12739	7246	0
20415	4	13437	30144	0
20416	53	3724	11594	0
20417	139	15446	10048	0
20418	86	7366	6763	0
20419	158	1734	4927	0
20420	73	1603	483	0
20421	177	13956	1545	0
20422	60	2366	10628	0
20423	208	7206	772	0
20424	86	10055	25507	0
20425	157	7020	1739	0
20426	134	3620	21739	0
20427	127	12703	20289	0
20428	92	10211	3768	0
20429	125	10959	3864	0
20430	29	11712	0	96
20431	59	5080	16425	0
20432	7	13665	24444	0
20433	194	3021	0	3864
20434	36	2329	6956	0
20435	129	8632	15942	0
20436	44	4902	8695	0
20437	28	14627	20096	0
20438	50	13916	5797	0
20439	79	1916	1739	0
20440	82	13548	2318	0
20441	148	10229	6086	0
20442	203	3138	3864	0
20443	147	12525	10821	0
20444	7	9907	4637	0
20445	96	8812	13913	0
20446	82	7562	1739	0
20447	50	14329	12560	0
20448	206	15183	6956	0
20449	187	2775	11497	0
20450	86	9215	22608	0
20451	196	5307	6956	0
20452	63	12816	20289	0
20453	83	12825	17584	0
20454	91	898	1256	0
20455	194	14475	18550	0
20456	188	4309	30821	0
20457	214	334	3285	0
20458	76	8926	25217	0
20459	55	777	9661	0
20460	195	3114	4057	0
20461	86	10760	17777	0
20462	204	1150	5314	0
20463	105	376	4347	0
20464	156	8714	3478	0
20465	78	7153	7439	0
20466	195	11903	0	21642
20467	156	9079	13526	0
20468	109	3930	0	10821
20469	136	7576	21739	0
20470	9	12023	30144	0
20471	208	14858	8212	0
20472	187	3698	8115	0
20473	45	816	31111	0
20474	29	4718	0	2608
20475	123	12426	483	0
20476	77	4187	7439	0
20477	111	5302	30144	0
20478	155	14600	42028	0
20479	81	1872	579	0
20480	195	7306	25217	0
20481	107	1778	14009	0
20482	66	5341	6376	0
20483	191	10009	0	0
20484	88	12564	8502	0
20485	50	14181	0	17391
20486	105	6385	0	30144
20487	57	433	33816	0
20488	26	8541	6376	0
20489	163	630	11304	0
20490	34	2226	13043	0
20491	181	6010	2608	0
20492	189	12354	7246	0
20493	113	1543	9855	0
20494	43	14421	193	0
20495	15	9461	40579	0
20496	157	746	0	2608
20497	29	14157	13043	0
20498	166	9580	4347	0
20499	84	12915	0	11594
20500	131	690	11594	0
20501	46	11515	3091	0
20502	59	8484	0	12560
20503	73	11329	9661	0
20504	143	9732	20289	0
20505	76	4368	14009	0
20506	91	1030	2318	0
20507	132	10812	9468	0
20508	151	1671	772	0
20509	95	12315	13043	0
20510	120	3066	0	2415
20511	69	14670	9661	0
20512	197	9544	6183	0
20513	210	15497	2608	0
20514	181	10993	8502	0
20515	177	13505	4057	0
20516	71	6665	18260	0
20517	33	1108	1835	0
20518	140	14430	29758	0
20519	27	5909	6376	0
20520	67	2136	31304	0
20521	61	10295	13333	0
20522	48	2067	18067	0
20523	192	10926	7246	0
20524	95	13453	23188	0
20525	53	13167	5024	0
20526	179	14584	1739	0
20527	68	3452	3285	0
20528	163	11274	0	0
20529	49	14386	0	0
20530	173	1229	15652	0
20531	138	872	12753	0
20532	14	4770	6763	0
20533	129	2264	11594	0
20534	149	9018	1352	0
20535	155	12885	0	26086
20536	167	15279	11594	0
20537	24	7314	7536	0
20538	185	5006	32463	0
20539	196	583	26666	0
20540	41	7914	10821	0
20541	118	1294	3864	0
20542	188	1834	2125	0
20543	28	4840	19130	0
20544	212	8216	0	7729
20545	195	12225	0	579
20546	103	4833	25700	0
20547	176	12702	6956	0
20548	83	741	1062	0
20549	171	3347	0	579
20550	119	7519	36521	0
20551	179	7173	27826	0
20552	141	2792	20869	0
20553	10	14779	16425	0
20554	66	9184	0	15652
20555	209	12799	5410	0
20556	169	14149	39227	0
20557	144	14667	4347	0
20558	53	5855	0	9661
20559	196	7045	0	11111
20560	153	11330	4444	0
20561	122	4311	1932	0
20562	95	3526	18937	0
20563	138	565	8695	0
20564	59	14971	29758	0
20565	90	5511	11594	0
20566	108	10778	20000	0
20567	175	7519	8115	0
20568	5	9882	15652	0
20569	85	14683	289	0
20570	215	5171	966	0
20571	72	7516	17391	0
20572	134	13981	22222	0
20573	174	2234	22995	0
20574	163	4545	1449	0
20575	56	1501	1159	0
20576	17	10451	4251	0
20577	17	1162	3768	0
20578	2	3957	8115	0
20579	215	10574	7246	0
